#X: 0741, 2017, 02, 11
#Y: #1, #2, #3, #4, #5, #6
#0741         2017             02      11      #1  #2  #3  #4  #5  #6
0	7	4	1	2	0	1	7	0	2	1	1	5	21	27	34	44	45
0	7	4	0	2	0	1	7	0	2	0	4   4	8	9	16	17	19
0	7	3	9	2	0	1	7	0	1	2	8   7	22	29	33	34	35
0	7	3	8	2	0	1	7	0	1	2	1   23	27	28	38	42	43
0	7	3	7	2	0	1	7	0	1	1	4   13	15	18	24	27	41
0	7	3	6	2	0	1	7	0	1	0	7   2	11	17	18	21	27
0	7	3	5	2	0	1	6	1	2	3	1   5	10	13	27	37	41
0	7	3	4	2	0	1	6	1	2	2	4   6	16	37	38	41	45
0	7	3	3	2	0	1	6	1	2	1	7   11	24	32	33	35	40
0	7	3	2	2	0	1	6	1	2	1	0   2	4	5	17	27	32
0	7	3	1	2	0	1	6	1	2	0	3   2	7	13	25	42	45
0	7	3	0	2	0	1	6	1	1	2	6   4	10	14	15	18	22
0	7	2	9	2	0	1	6	1	1	1	9   11	17	21	26	36	45
0	7	2	8	2	0	1	6	1	1	1	2   3	6	10	30	34	37
0	7	2	7	2	0	1	6	1	1	0	5   7	8	10	19	21	31
0	7	2	6	2	0	1	6	1	0	2	9   1	11	21	23	34	44
0	7	2	5	2	0	1	6	1	0	2	2   6	7	19	21	41	43
0	7	2	4	2	0	1	6	1	0	1	5   2	8	33	35	37	41
0	7	2	3	2	0	1	6	1	0	0	8   20	30	33	35	36	44
0	7	2	2	2	0	1	6	1	0	0	1   12	14	21	30	39	43
0	7	2	1	2	0	1	6	0	9	2	4   1	28	35	41	43	44
0	7	2	0	2	0	1	6	0	9	1	7   1	12	29	34	36	37
0	7	1	9	2	0	1	6	0	9	1	0   4	8	13	19	20	43
0	7	1	8	2	0	1	6	0	9	0	3   4	11	20	23	32	39
0	7	1	7	2	0	1	6	0	8	2	7   2	11	19	25	28	32
0	7	1	6	2	0	1	6	0	8	2	0   2	6	13	16	29	30
0	7	1	5	2	0	1	6	0	8	1	3   2	7	27	33	41	44
0	7	1	4	2	0	1	6	0	8	0	6   1	7	22	33	37	40
0	7	1	3	2	0	1	6	0	7	3	0   2	5	15	18	19	23
0	7	1	2	2	0	1	6	0	7	2	3   17	20	30	31	33	45
